color,director_name,duration,gross,genres,movie_title,title_year,language,country,budget,imdb_score,actors,movie_facebook_likes
COLOR ,Quentin Tarantino,187,541161910,THRILLER,THE HATEFUL EIGHT,2015,ENGLISH,USA,440000000,7.9,"CRAIG STARK,JENNIFER JASON LEIGH,ZOË BELL",114000
COLOR ,Quentin Tarantino,187,541161910,WESTERN,THE HATEFUL EIGHT,2015,ENGLISH,USA,440000000,7.9,"CRAIG STARK,JENNIFER JASON LEIGH,ZOË BELL",114000
COLOR,Kenneth Lonergan,186,464950,DRAMA,MARGARET,2011,ENGLISH,USA,140000000,6.5,"MATT DAMON,KIERAN CULKIN,JOHN GALLAGHER JR.",0
COLOR,Peter Jackson,186,2583553540,ADVENTURE,THE HOBBIT: THE DESOLATION OF SMAUG,2013,ENGLISH,USA,2250000000,7.9,"AIDAN TURNER,ADAM BROWN,JAMES NESBITT",83000
COLOR,Peter Jackson,186,2583553540,FANTASY,THE HOBBIT: THE DESOLATION OF SMAUG,2013,ENGLISH,USA,2250000000,7.9,"AIDAN TURNER,ADAM BROWN,JAMES NESBITT",83000
COLOR,Peter Jackson,50,3030012290,ADVENTURE,THE HOBBIT: AN UNEXPECTED JOURNEY,2012,ENGLISH,USA,1800000000,7.9,"AIDAN TURNER,ADAM BROWN,JAMES NESBITT",166000
COLOR,Peter Jackson,50,3030012290,FANTASY,THE HOBBIT: AN UNEXPECTED JOURNEY,2012,ENGLISH,USA,1800000000,7.9,"AIDAN TURNER,ADAM BROWN,JAMES NESBITT",166000
COLOR,Joss Whedon,173,6232795470,ACTION,THE AVENGERS,2012,ENGLISH,USA,2200000000,8.1,"CHRIS HEMSWORTH,ROBERT DOWNEY JR.,SCARLETT JOHANSSON",123000
COLOR,Joss Whedon,173,6232795470,ADVENTURE,THE AVENGERS,2012,ENGLISH,USA,2200000000,8.1,"CHRIS HEMSWORTH,ROBERT DOWNEY JR.,SCARLETT JOHANSSON",123000
COLOR,Joss Whedon,173,6232795470,SCI-FI,THE AVENGERS,2012,ENGLISH,USA,2200000000,8.1,"CHRIS HEMSWORTH,ROBERT DOWNEY JR.,SCARLETT JOHANSSON",123000
COLOR,Joss Whedon,173,6232795470,ACTION,THE AVENGERS,2012,ENGLISH,USA,2200000000,8.1,"CHRIS HEMSWORTH,ROBERT DOWNEY JR.,SCARLETT JOHANSSON",123000
COLOR,Joss Whedon,173,6232795470,ADVENTURE,THE AVENGERS,2012,ENGLISH,USA,2200000000,8.1,"CHRIS HEMSWORTH,ROBERT DOWNEY JR.,SCARLETT JOHANSSON",123000
COLOR,Joss Whedon,173,6232795470,SCI-FI,THE AVENGERS,2012,ENGLISH,USA,2200000000,8.1,"CHRIS HEMSWORTH,ROBERT DOWNEY JR.,SCARLETT JOHANSSON",123000
COLOR,Null,158,1025157930,CRIME,THE GIRL WITH THE DRAGON TATTOO,2011,ENGLISH,USA,900000000,7.8,"ROBIN WRIGHT,GORAN VISNJIC,JOELY RICHARDSON",54000
COLOR,Null,158,1025157930,DRAMA,THE GIRL WITH THE DRAGON TATTOO,2011,ENGLISH,USA,900000000,7.8,"ROBIN WRIGHT,GORAN VISNJIC,JOELY RICHARDSON",54000
COLOR,Null,158,1025157930,MYSTERY,THE GIRL WITH THE DRAGON TATTOO,2011,ENGLISH,USA,900000000,7.8,"ROBIN WRIGHT,GORAN VISNJIC,JOELY RICHARDSON",54000
COLOR,Null,158,1025157930,THRILLER,THE GIRL WITH THE DRAGON TATTOO,2011,ENGLISH,USA,900000000,7.8,"ROBIN WRIGHT,GORAN VISNJIC,JOELY RICHARDSON",54000
COLOR,Christopher Nolan,169,1879914390,ADVENTURE,INTERSTELLAR,2014,ENGLISH,USA,1650000000,8.6,"MATTHEW MCCONAUGHEY,ANNE HATHAWAY,MACKENZIE FOY",349000
COLOR,Christopher Nolan,169,1879914390,DRAMA,INTERSTELLAR,2014,ENGLISH,USA,1650000000,8.6,"MATTHEW MCCONAUGHEY,ANNE HATHAWAY,MACKENZIE FOY",349000
COLOR,Christopher Nolan,169,1879914390,SCI-FI,INTERSTELLAR,2014,ENGLISH,USA,1650000000,8.6,"MATTHEW MCCONAUGHEY,ANNE HATHAWAY,MACKENZIE FOY",349000
COLOR,F. Gary Gray,167,1610292700,BIOGRAPHY,STRAIGHT OUTTA COMPTON,2015,ENGLISH,USA,280000000,7.9,"ALDIS HODGE,NEIL BROWN JR.,R. MARCOS TAYLOR",76000
COLOR,F. Gary Gray,167,1610292700,CRIME,STRAIGHT OUTTA COMPTON,2015,ENGLISH,USA,280000000,7.9,"ALDIS HODGE,NEIL BROWN JR.,R. MARCOS TAYLOR",76000
COLOR,F. Gary Gray,167,1610292700,DRAMA,STRAIGHT OUTTA COMPTON,2015,ENGLISH,USA,280000000,7.9,"ALDIS HODGE,NEIL BROWN JR.,R. MARCOS TAYLOR",76000
COLOR,F. Gary Gray,167,1610292700,HISTORY,STRAIGHT OUTTA COMPTON,2015,ENGLISH,USA,280000000,7.9,"ALDIS HODGE,NEIL BROWN JR.,R. MARCOS TAYLOR",76000
COLOR,F. Gary Gray,167,1610292700,MUSIC,STRAIGHT OUTTA COMPTON,2015,ENGLISH,USA,280000000,7.9,"ALDIS HODGE,NEIL BROWN JR.,R. MARCOS TAYLOR",76000
COLOR,Quentin Tarantino,580,1628046480,DRAMA,DJANGO UNCHAINED,2012,ENGLISH,USA,1000000000,8.5,"LEONARDO DICAPRIO,CHRISTOPH WALTZ,ATO ESSANDOH",199000
COLOR,Quentin Tarantino,580,1628046480,WESTERN,DJANGO UNCHAINED,2012,ENGLISH,USA,1000000000,8.5,"LEONARDO DICAPRIO,CHRISTOPH WALTZ,ATO ESSANDOH",199000
COLOR,Michael Bay,165,2454281370,ACTION,TRANSFORMERS: AGE OF EXTINCTION,2014,ENGLISH,USA,2100000000,5.7,"BINGBING LI,SOPHIA MYLES,KELSEY GRAMMER",56000
COLOR,Michael Bay,165,2454281370,ADVENTURE,TRANSFORMERS: AGE OF EXTINCTION,2014,ENGLISH,USA,2100000000,5.7,"BINGBING LI,SOPHIA MYLES,KELSEY GRAMMER",56000
COLOR,Michael Bay,165,2454281370,SCI-FI,TRANSFORMERS: AGE OF EXTINCTION,2014,ENGLISH,USA,2100000000,5.7,"BINGBING LI,SOPHIA MYLES,KELSEY GRAMMER",56000
COLOR,Peter Jackson,164,2551083700,ADVENTURE,THE HOBBIT: THE BATTLE OF THE FIVE ARMIES,2014,ENGLISH,NEW ZEALAND,2500000000,7.5,"AIDAN TURNER,ADAM BROWN,JAMES NESBITT",65000
COLOR,Peter Jackson,164,2551083700,FANTASY,THE HOBBIT: THE BATTLE OF THE FIVE ARMIES,2014,ENGLISH,NEW ZEALAND,2500000000,7.5,"AIDAN TURNER,ADAM BROWN,JAMES NESBITT",65000
COLOR,Tom Hooper,158,1487754600,DRAMA,LES MISÉRABLES,2012,ENGLISH,USA,610000000,7.6,"HUGH JACKMAN,EDDIE REDMAYNE,ANNE HATHAWAY",144000
COLOR,Tom Hooper,158,1487754600,MUSICAL,LES MISÉRABLES,2012,ENGLISH,USA,610000000,7.6,"HUGH JACKMAN,EDDIE REDMAYNE,ANNE HATHAWAY",144000
COLOR,Tom Hooper,158,1487754600,ROMANCE,LES MISÉRABLES,2012,ENGLISH,USA,610000000,7.6,"HUGH JACKMAN,EDDIE REDMAYNE,ANNE HATHAWAY",144000
COLOR,Tom Hooper,158,1487754600,DRAMA,LES MISÉRABLES,2012,ENGLISH,USA,610000000,7.6,"HUGH JACKMAN,EDDIE REDMAYNE,ANNE HATHAWAY",144000
COLOR,Tom Hooper,158,1487754600,MUSICAL,LES MISÉRABLES,2012,ENGLISH,USA,610000000,7.6,"HUGH JACKMAN,EDDIE REDMAYNE,ANNE HATHAWAY",144000
COLOR,Tom Hooper,158,1487754600,ROMANCE,LES MISÉRABLES,2012,ENGLISH,USA,610000000,7.6,"HUGH JACKMAN,EDDIE REDMAYNE,ANNE HATHAWAY",144000
COLOR,Kathryn Bigelow,157,957207160,DRAMA,ZERO DARK THIRTY,2012,ENGLISH,USA,400000000,7.4,"JENNIFER EHLE,HAROLD PERRINEAU,PARKER SAWYERS",39000
COLOR,Kathryn Bigelow,157,957207160,HISTORY,ZERO DARK THIRTY,2012,ENGLISH,USA,400000000,7.4,"JENNIFER EHLE,HAROLD PERRINEAU,PARKER SAWYERS",39000
COLOR,Kathryn Bigelow,157,957207160,THRILLER,ZERO DARK THIRTY,2012,ENGLISH,USA,400000000,7.4,"JENNIFER EHLE,HAROLD PERRINEAU,PARKER SAWYERS",39000
COLOR,Ridley Scott,156,1052197350,ACTION,ROBIN HOOD,2010,ENGLISH,USA,2000000000,6.7,"MARK ADDY,WILLIAM HURT,SCOTT GRIMES",17000
COLOR,Ridley Scott,156,1052197350,ADVENTURE,ROBIN HOOD,2010,ENGLISH,USA,2000000000,6.7,"MARK ADDY,WILLIAM HURT,SCOTT GRIMES",17000
COLOR,Ridley Scott,156,1052197350,DRAMA,ROBIN HOOD,2010,ENGLISH,USA,2000000000,6.7,"MARK ADDY,WILLIAM HURT,SCOTT GRIMES",17000
COLOR,Ridley Scott,156,1052197350,HISTORY,ROBIN HOOD,2010,ENGLISH,USA,2000000000,6.7,"MARK ADDY,WILLIAM HURT,SCOTT GRIMES",17000
COLOR,Michael Bay,154,3523587790,ACTION,TRANSFORMERS: DARK OF THE MOON,2011,ENGLISH,USA,1950000000,6.3,"GLENN MORSHOWER,LESTER SPEIGHT,KEVIN DUNN",46000
COLOR,Michael Bay,154,3523587790,ADVENTURE,TRANSFORMERS: DARK OF THE MOON,2011,ENGLISH,USA,1950000000,6.3,"GLENN MORSHOWER,LESTER SPEIGHT,KEVIN DUNN",46000
COLOR,Michael Bay,154,3523587790,SCI-FI,TRANSFORMERS: DARK OF THE MOON,2011,ENGLISH,USA,1950000000,6.3,"GLENN MORSHOWER,LESTER SPEIGHT,KEVIN DUNN",46000
COLOR,Denis Villeneuve,153,609628780,CRIME,PRISONERS,2013,ENGLISH,USA,460000000,8.1,"HUGH JACKMAN,JAKE GYLLENHAAL,DYLAN MINNETTE",86000
COLOR,Denis Villeneuve,153,609628780,DRAMA,PRISONERS,2013,ENGLISH,USA,460000000,8.1,"HUGH JACKMAN,JAKE GYLLENHAAL,DYLAN MINNETTE",86000
COLOR,Denis Villeneuve,153,609628780,MYSTERY,PRISONERS,2013,ENGLISH,USA,460000000,8.1,"HUGH JACKMAN,JAKE GYLLENHAAL,DYLAN MINNETTE",86000
COLOR,Denis Villeneuve,153,609628780,THRILLER,PRISONERS,2013,ENGLISH,USA,460000000,8.1,"HUGH JACKMAN,JAKE GYLLENHAAL,DYLAN MINNETTE",86000
COLOR,Marc Webb,153,2620306630,ACTION,THE AMAZING SPIDER-MAN,2012,ENGLISH,USA,2300000000,7.0,"EMMA STONE,ANDREW GARFIELD,CHRIS ZYLKA",56000
COLOR,Marc Webb,153,2620306630,ADVENTURE,THE AMAZING SPIDER-MAN,2012,ENGLISH,USA,2300000000,7.0,"EMMA STONE,ANDREW GARFIELD,CHRIS ZYLKA",56000
COLOR,Marc Webb,153,2620306630,FANTASY,THE AMAZING SPIDER-MAN,2012,ENGLISH,USA,2300000000,7.0,"EMMA STONE,ANDREW GARFIELD,CHRIS ZYLKA",56000
COLOR,Nan,151,2284309930,ADVENTURE,THE MARTIAN,2015,ENGLISH,USA,1080000000,8.1,"MATT DAMON,DONALD GLOVER,BENEDICT WONG",153000
COLOR,Nan,151,2284309930,DRAMA,THE MARTIAN,2015,ENGLISH,USA,1080000000,8.1,"MATT DAMON,DONALD GLOVER,BENEDICT WONG",153000
COLOR,Nan,151,2284309930,SCI-FI,THE MARTIAN,2015,ENGLISH,USA,1080000000,8.1,"MATT DAMON,DONALD GLOVER,BENEDICT WONG",153000
COLOR,Ridley Scott,150,650070450,ACTION,EXODUS: GODS AND KINGS,2014,ENGLISH,UK,1400000000,6.1,"CHRISTIAN BALE,MARÍA VALVERDE,BEN MENDELSOHN",51000
COLOR,Ridley Scott,150,650070450,ADVENTURE,EXODUS: GODS AND KINGS,2014,ENGLISH,UK,1400000000,6.1,"CHRISTIAN BALE,MARÍA VALVERDE,BEN MENDELSOHN",51000
COLOR,Ridley Scott,150,650070450,DRAMA,EXODUS: GODS AND KINGS,2014,ENGLISH,UK,1400000000,6.1,"CHRISTIAN BALE,MARÍA VALVERDE,BEN MENDELSOHN",51000
COLOR,Ridley Scott,150,650070450,ACTION,EXODUS: GODS AND KINGS,2014,ENGLISH,UK,1400000000,6.1,"CHRISTIAN BALE,MARÍA VALVERDE,BEN MENDELSOHN",51000
COLOR,Ridley Scott,150,650070450,ADVENTURE,EXODUS: GODS AND KINGS,2014,ENGLISH,UK,1400000000,6.1,"CHRISTIAN BALE,MARÍA VALVERDE,BEN MENDELSOHN",51000
COLOR,Ridley Scott,150,650070450,DRAMA,EXODUS: GODS AND KINGS,2014,ENGLISH,UK,1400000000,6.1,"CHRISTIAN BALE,MARÍA VALVERDE,BEN MENDELSOHN",51000
COLOR,Gore Verbinski,650,892899100,ACTION,THE LONE RANGER,2013,ENGLISH,USA,2150000000,6.5,"JOHNNY DEPP,RUTH WILSON,TOM WILKINSON",48000
COLOR,Gore Verbinski,650,892899100,ADVENTURE,THE LONE RANGER,2013,ENGLISH,USA,2150000000,6.5,"JOHNNY DEPP,RUTH WILSON,TOM WILKINSON",48000
COLOR,Gore Verbinski,650,892899100,WESTERN,THE LONE RANGER,2013,ENGLISH,USA,2150000000,6.5,"JOHNNY DEPP,RUTH WILSON,TOM WILKINSON",48000
COLOR,David Fincher,149,1677353960,CRIME,GONE GIRL,2014,ENGLISH,USA,610000000,8.1,"PATRICK FUGIT,SELA WARD,EMILY RATAJKOWSKI",146000
COLOR,David Fincher,149,1677353960,DRAMA,GONE GIRL,2014,ENGLISH,USA,610000000,8.1,"PATRICK FUGIT,SELA WARD,EMILY RATAJKOWSKI",146000
COLOR,David Fincher,149,1677353960,MYSTERY,GONE GIRL,2014,ENGLISH,USA,610000000,8.1,"PATRICK FUGIT,SELA WARD,EMILY RATAJKOWSKI",146000
COLOR,David Fincher,149,1677353960,THRILLER,GONE GIRL,2014,ENGLISH,USA,610000000,8.1,"PATRICK FUGIT,SELA WARD,EMILY RATAJKOWSKI",146000
COLOR,Bryan Singer,149,2339149860,ACTION,X-MEN: DAYS OF FUTURE PAST,2014,ENGLISH,UNITED STATES,2000000000,8.0,"JENNIFER LAWRENCE,PETER DINKLAGE,HUGH JACKMAN",82000
COLOR,Bryan Singer,149,2339149860,ADVENTURE,X-MEN: DAYS OF FUTURE PAST,2014,ENGLISH,UNITED STATES,2000000000,8.0,"JENNIFER LAWRENCE,PETER DINKLAGE,HUGH JACKMAN",82000
COLOR,Bryan Singer,149,2339149860,FANTASY,X-MEN: DAYS OF FUTURE PAST,2014,ENGLISH,UNITED STATES,2000000000,8.0,"JENNIFER LAWRENCE,PETER DINKLAGE,HUGH JACKMAN",82000
COLOR,Bryan Singer,149,2339149860,SCI-FI,X-MEN: DAYS OF FUTURE PAST,2014,ENGLISH,UNITED STATES,2000000000,8.0,"JENNIFER LAWRENCE,PETER DINKLAGE,HUGH JACKMAN",82000
COLOR,Bryan Singer,149,2339149860,THRILLER,X-MEN: DAYS OF FUTURE PAST,2014,ENGLISH,UNITED STATES,2000000000,8.0,"JENNIFER LAWRENCE,PETER DINKLAGE,HUGH JACKMAN",82000
COLOR,Christopher Nolan,148,2925688510,ACTION,INCEPTION,2010,ENGLISH,USA,1600000000,8.8,"LEONARDO DICAPRIO,TOM HARDY,JOSEPH GORDON-LEVITT",175000
COLOR,Christopher Nolan,148,2925688510,ADVENTURE,INCEPTION,2010,ENGLISH,USA,1600000000,8.8,"LEONARDO DICAPRIO,TOM HARDY,JOSEPH GORDON-LEVITT",175000
COLOR,Christopher Nolan,148,2925688510,SCI-FI,INCEPTION,2010,ENGLISH,USA,1600000000,8.8,"LEONARDO DICAPRIO,TOM HARDY,JOSEPH GORDON-LEVITT",175000
COLOR,Christopher Nolan,148,2925688510,THRILLER,INCEPTION,2010,ENGLISH,USA,1600000000,8.8,"LEONARDO DICAPRIO,TOM HARDY,JOSEPH GORDON-LEVITT",175000
COLOR,Paul Thomas Anderson,148,80933180,COMEDY,INHERENT VICE,2014,ENGLISH,USA,200000000,6.7,"MARTIN DEW,KATHERINE WATERSTON,SERENA SCOTT THOMAS",18000
COLOR,Paul Thomas Anderson,148,80933180,CRIME,INHERENT VICE,2014,ENGLISH,USA,200000000,6.7,"MARTIN DEW,KATHERINE WATERSTON,SERENA SCOTT THOMAS",18000
COLOR,Paul Thomas Anderson,148,80933180,DRAMA,INHERENT VICE,2014,ENGLISH,USA,200000000,6.7,"MARTIN DEW,KATHERINE WATERSTON,SERENA SCOTT THOMAS",18000
COLOR,Paul Thomas Anderson,148,80933180,MYSTERY,INHERENT VICE,2014,ENGLISH,USA,200000000,6.7,"MARTIN DEW,KATHERINE WATERSTON,SERENA SCOTT THOMAS",18000
COLOR,Paul Thomas Anderson,148,80933180,ROMANCE,INHERENT VICE,2014,ENGLISH,USA,200000000,6.7,"MARTIN DEW,KATHERINE WATERSTON,SERENA SCOTT THOMAS",18000
COLOR,Sam Mendes,148,2000741750,ACTION,SPECTRE,2015,ENGLISH,UK,2450000000,6.8,"CHRISTOPH WALTZ,RORY KINNEAR,STEPHANIE SIGMAN",85000
COLOR,Sam Mendes,148,2000741750,ADVENTURE,SPECTRE,2015,ENGLISH,UK,2450000000,6.8,"CHRISTOPH WALTZ,RORY KINNEAR,STEPHANIE SIGMAN",85000
COLOR,Sam Mendes,148,2000741750,THRILLER,SPECTRE,2015,ENGLISH,UK,2450000000,6.8,"CHRISTOPH WALTZ,RORY KINNEAR,STEPHANIE SIGMAN",85000
COLOR,Michael Patrick King,146,953289370,COMEDY,SEX AND THE CITY 2,2010,ENGLISH,USA,1000000000,4.3,"CHRIS NOTH,LIZA MINNELLI,KRISTIN DAVIS",0
COLOR,Michael Patrick King,146,953289370,DRAMA,SEX AND THE CITY 2,2010,ENGLISH,USA,1000000000,4.3,"CHRIS NOTH,LIZA MINNELLI,KRISTIN DAVIS",0
COLOR,Michael Patrick King,146,953289370,ROMANCE,SEX AND THE CITY 2,2010,ENGLISH,USA,1000000000,4.3,"CHRIS NOTH,LIZA MINNELLI,KRISTIN DAVIS",0
COLOR,Tate Taylor,146,1697055870,DRAMA,THE HELP,2011,ENGLISH,USA,250000000,8.1,"EMMA STONE,BRYCE DALLAS HOWARD,MIKE VOGEL",75000
COLOR,Francis Lawrence,146,4246455770,ADVENTURE,THE HUNGER GAMES: CATCHING FIRE,2013,ENGLISH,USA,1300000000,7.6,"JENNIFER LAWRENCE,JOSH HUTCHERSON,SANDRA ELLIS LAFFERTY",82000
COLOR,Francis Lawrence,146,4246455770,SCI-FI,THE HUNGER GAMES: CATCHING FIRE,2013,ENGLISH,USA,1300000000,7.6,"JENNIFER LAWRENCE,JOSH HUTCHERSON,SANDRA ELLIS LAFFERTY",82000
COLOR,Francis Lawrence,146,4246455770,THRILLER,THE HUNGER GAMES: CATCHING FIRE,2013,ENGLISH,USA,1300000000,7.6,"JENNIFER LAWRENCE,JOSH HUTCHERSON,SANDRA ELLIS LAFFERTY",82000
 BLACK AND WHITE,Steven Spielberg,146,798833590,DRAMA,WAR HORSE,2011,ENGLISH,USA,660000000,7.2,"JEREMY IRVINE,BENEDICT CUMBERBATCH,EDDIE MARSAN",28000
 BLACK AND WHITE,Steven Spielberg,146,798833590,WAR,WAR HORSE,2011,ENGLISH,USA,660000000,7.2,"JEREMY IRVINE,BENEDICT CUMBERBATCH,EDDIE MARSAN",28000
COLOR,Michael Bay,144,528224180,ACTION,13 HOURS,2016,ENGLISH,USA,500000000,7.4,"TOBY STEPHENS,JAMES BADGE DALE,DAVID COSTABILE",44000
COLOR,Michael Bay,144,528224180,DRAMA,13 HOURS,2016,ENGLISH,USA,500000000,7.4,"TOBY STEPHENS,JAMES BADGE DALE,DAVID COSTABILE",44000
COLOR,Michael Bay,144,528224180,THRILLER,13 HOURS,2016,ENGLISH,USA,500000000,7.4,"TOBY STEPHENS,JAMES BADGE DALE,DAVID COSTABILE",44000
COLOR,Michael Bay,144,528224180,WAR,13 HOURS,2016,ENGLISH,USA,500000000,7.4,"TOBY STEPHENS,JAMES BADGE DALE,DAVID COSTABILE",44000
COLOR,Guillaume Canet,144,412290,CRIME,BLOOD TIES,2013,ENGLISH,FRANCE,255000000,6.5,"MILA KUNIS,LILI TAYLOR,BILLY CRUDUP",0
COLOR,Guillaume Canet,144,412290,DRAMA,BLOOD TIES,2013,ENGLISH,FRANCE,255000000,6.5,"MILA KUNIS,LILI TAYLOR,BILLY CRUDUP",0
COLOR,Guillaume Canet,144,412290,THRILLER,BLOOD TIES,2013,ENGLISH,FRANCE,255000000,6.5,"MILA KUNIS,LILI TAYLOR,BILLY CRUDUP",0
COLOR,Paul Thomas Anderson,144,163772740,DRAMA,THE MASTER,2012,ENGLISH,USA,320000000,7.1,"MIKE HOWARD,JEFFREY W. JENKINS,BRUCE GOODCHILD",27000
COLOR,Bryan Singer,144,1549850870,ACTION,X-MEN: APOCALYPSE,2016,ENGLISH,USA,1780000000,7.3,"JENNIFER LAWRENCE,MICHAEL FASSBENDER,TYE SHERIDAN",54000
COLOR,Bryan Singer,144,1549850870,ADVENTURE,X-MEN: APOCALYPSE,2016,ENGLISH,USA,1780000000,7.3,"JENNIFER LAWRENCE,MICHAEL FASSBENDER,TYE SHERIDAN",54000
COLOR,Bryan Singer,144,1549850870,SCI-FI,X-MEN: APOCALYPSE,2016,ENGLISH,USA,1780000000,7.3,"JENNIFER LAWRENCE,MICHAEL FASSBENDER,TYE SHERIDAN",54000
COLOR,Adam McKay,143,21753120,COMEDY,ANCHORMAN 2: THE LEGEND CONTINUES,2013,ENGLISH,USA,500000000,6.3,"HARRISON FORD,WILL FERRELL,STEVE CARELL",41000
COLOR,Zack Snyder,143,2910215650,ACTION,MAN OF STEEL,2013,ENGLISH,USA,2250000000,7.2,"HENRY CAVILL,CHRISTOPHER MELONI,HARRY LENNIX",118000
COLOR,Zack Snyder,143,2910215650,ADVENTURE,MAN OF STEEL,2013,ENGLISH,USA,2250000000,7.2,"HENRY CAVILL,CHRISTOPHER MELONI,HARRY LENNIX",118000
COLOR,Zack Snyder,143,2910215650,FANTASY,MAN OF STEEL,2013,ENGLISH,USA,2250000000,7.2,"HENRY CAVILL,CHRISTOPHER MELONI,HARRY LENNIX",118000
COLOR,Zack Snyder,143,2910215650,SCI-FI,MAN OF STEEL,2013,ENGLISH,USA,2250000000,7.2,"HENRY CAVILL,CHRISTOPHER MELONI,HARRY LENNIX",118000
COLOR,Sam Mendes,143,3043602770,ACTION,SKYFALL,2012,ENGLISH,UK,2000000000,7.8,"ALBERT FINNEY,HELEN MCCRORY,RORY KINNEAR",80000
COLOR,Sam Mendes,143,3043602770,ADVENTURE,SKYFALL,2012,ENGLISH,UK,2000000000,7.8,"ALBERT FINNEY,HELEN MCCRORY,RORY KINNEAR",80000
COLOR,Sam Mendes,143,3043602770,THRILLER,SKYFALL,2012,ENGLISH,UK,2000000000,7.8,"ALBERT FINNEY,HELEN MCCRORY,RORY KINNEAR",80000
COLOR,Sam Mendes,143,3043602770,ACTION,SKYFALL,2012,ENGLISH,UK,2000000000,7.8,"ALBERT FINNEY,HELEN MCCRORY,RORY KINNEAR",80000
COLOR,Sam Mendes,143,3043602770,ADVENTURE,SKYFALL,2012,ENGLISH,UK,2000000000,7.8,"ALBERT FINNEY,HELEN MCCRORY,RORY KINNEAR",80000
COLOR,Sam Mendes,143,3043602770,THRILLER,SKYFALL,2012,ENGLISH,UK,2000000000,7.8,"ALBERT FINNEY,HELEN MCCRORY,RORY KINNEAR",80000
COLOR,Baz Luhrmann,143,1448127960,DRAMA,THE GREAT GATSBY,2013,ENGLISH,AUSTRALIA,1050000000,7.3,"LEONARDO DICAPRIO,ELIZABETH DEBICKI,STEVE BISLEY",115000
COLOR,Baz Luhrmann,143,1448127960,ROMANCE,THE GREAT GATSBY,2013,ENGLISH,AUSTRALIA,1050000000,7.3,"LEONARDO DICAPRIO,ELIZABETH DEBICKI,STEVE BISLEY",115000
COLOR,Baz Luhrmann,143,1448127960,DRAMA,THE GREAT GATSBY,2013,ENGLISH,AUSTRALIA,1050000000,7.3,"LEONARDO DICAPRIO,ELIZABETH DEBICKI,STEVE BISLEY",115000
COLOR,Baz Luhrmann,143,1448127960,ROMANCE,THE GREAT GATSBY,2013,ENGLISH,AUSTRALIA,1050000000,7.3,"LEONARDO DICAPRIO,ELIZABETH DEBICKI,STEVE BISLEY",115000
COLOR,Steven Spielberg,142,723060650,DRAMA,BRIDGE OF SPIES,2015,ENGLISH,USA,400000000,7.6,"TOM HANKS,MARK RYLANCE,AMY RYAN",55000
COLOR,Steven Spielberg,142,723060650,HISTORY,BRIDGE OF SPIES,2015,ENGLISH,USA,400000000,7.6,"TOM HANKS,MARK RYLANCE,AMY RYAN",55000
COLOR,Steven Spielberg,142,723060650,THRILLER,BRIDGE OF SPIES,2015,ENGLISH,USA,400000000,7.6,"TOM HANKS,MARK RYLANCE,AMY RYAN",55000
COLOR,Marc Webb,142,2028539330,ACTION,THE AMAZING SPIDER-MAN 2,2014,ENGLISH,USA,2000000000,6.7,"EMMA STONE,ANDREW GARFIELD,B.J. NOVAK",41000
COLOR,Marc Webb,142,2028539330,ADVENTURE,THE AMAZING SPIDER-MAN 2,2014,ENGLISH,USA,2000000000,6.7,"EMMA STONE,ANDREW GARFIELD,B.J. NOVAK",41000
